,description
225,"Martin Acoustic Strings provide unrivaled quality, craftsmanship, and tone for your acoustic guitar. Designed to produce true, consistent tone, these light-gauge strings provide excellent tuning stability and playability so your guitar can stand up to your rigorous practice and performance schedule. The string that started it all 50 years ago is now back by popular demand! Made from 80/20 bronze, this string is perfect for daily use and all playing styles. They will hold up after hours and hours of playing so you can practice, jam, record, and perform. This pack of professional-grade guitar strings will last through long jam sessions, late-night campfire songs, and plenty of picking. With these strings, you'll get a consistent tone that you can count on song after song. Designed to bring out your guitar's true tone, these bronze guitar strings can be used for finger-style blues, rock, Americana, country, bluegrass, ragtime, and many more styles. With this pack, you'll receive 6 light-gauge guitar strings. The low E string measures 0.054"", the A string measures 0.042"", the D string measures 0.032"", the G string measures 0.025"", the B string measures 0.016"", and the high E string measures 0.012"". This total set of light-gauge strings features a tension of 167.3, and they make it easy to get a rich, bright tone out of your guitar.

Martin Guitar has been producing high-quality, musician-choice guitars and guitar accessories since 1833. The Martin Acoustic Original M140 Light-Gauge Strings are the real deal—not an imitation. Discover your guitar's true voice with this professional-grade guitar string pack.

"
226,"Ernie Ball Regular Slinky Electric Strings are our top selling set, and are favored by many musicians around the globe. Regular Slinky strings are played by Eric Clapton, John Mayer, Steve Vai and legions of guitar players worldwide. These strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. Regular Slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.  The plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar. Gauges .010 .013 .017 .026 .036 .046. Part number 2221.

"
227,"Ernie Ball Super Slinky Electric Strings are played by Jimmy Page, Jeff Beck, and Angus Young. These strings are precision manufactured to the highest standards and most exacting specifications to ensure consistency, optimum performance, and long life. Super Slinky wound strings are made from nickel plated steel wire wrapped around a hex shaped steel core wire.  The plain strings are made of specially tempered tin plated high carbon steel; producing a well balanced tone for your guitar. Gauges .009 .011 .016 .024w .032 .042. Part number 2223.

"
228,"This tube has a well balanced, colorful tone with strongly defined lows, mids and smooth highs. It allows for more clean head-room than higher gain 12AX7s. In overdrive, it is smooth and strong with well defined lows and Mids. When pushed into overdrive it offers clean distortion with well balanced lows and Mids. The jj 12AX7 is well suited for all types of music and playing styles. It is also highly recommended for studio pre-amps and Hi-Fi gear.

"
229,"High gain Twin Triode short plate format, with detailed, musical tone. Most popular replacement for all circuits requiring 12AX7/ECC83 types.

"
230,"This stand features a detachable bookplate, black powder coat finish and easy folding design. The leg assembly slides down the base of the main shaft and locks into place with a squeeze and lock lever mechanism. The stand includes a carrying bag for portability. Bag style may vary from image.

"
231,"An industry standard! The MS7201 is one of the most popular microphone stands ever made. This classic design has several added features available only from On-Stage, including the 7 lb. sand-cast base which is sturdy enough for road abuse yet light enough to carry. The MS7201 also features a die-cast zinc clutch and 5/8"" - 27 solid threaded upper shaft. This model is available with a black shaft (MS7201B) or chrome shaft (MS7201C) and is also available in white (MS7201W. )

An industry standard! The MS7201 is one of the most popular microphone stands ever made. This classic design has several added features available only from On-Stage, including the 7 lb. sand-cast base which is sturdy enough for road abuse yet light enough to carry. The MS7201 also features a die-cast zinc clutch and 5/8"" - 27 solid threaded upper shaft. This model is available with a black shaft (MS7201B) or chrome shaft (MS7201C) and is also available in white (MS7201W.)

"
232,"The beauty of the RAT 2 lies in its versatility. Used as a primary distortion, it excels at arena rock rhythm tones and soaring leads. Do you have a powerful amp with too much headroom for the gig? The RAT 2 nails that sweet spot where a tube amp goes from sparkly clean to warm overdrive. Maybe you already love your amp's distortion. Use the RAT 2 as a boost for solos and get the extra kick you need.For any further queries please contact Pro Co's Technical Assistance (800) 467-2726 x1206 / Customer Service (800) 467-2726 x1123 / Quality Assurance (800) 467-2726 x2306.

"
233,"Keep your picks in reach with the Dunlop Pick holder. Made from durable plastic, this spring-loaded holder is the perfect way to store and keep your pick close at hand. Use the included adhesive tape to stick the Pick holder on your amp, instrument, music stand, desk, or where ever you want. There's nothing worse than being without a pick at a gig or when you really need one. Get the Dunlop Pick holder and make sure you are never pickles again.

"
234,"Ultimate Lemon oil will remove grime and return your fretboard to its original luster quickly.

"
