,description
195,"Help make it feel better. Uses: The Vicks ComfortFlex Digital Thermometer with SpeedRead technology, large screen display and Fever InSight feature makes taking temperatures fast, easy and comfortable. For use orally, rectally or under the arm. Features: Fever InSight: Large color changing display with backlight. Fast 8 second reading. Accurate readings within +/- 0.2 degrees F. Waterproof. Memory recall. Storage case inside. Results will vary by individual and method used. Clinical results range from 8.1 to 38.0 seconds. Average read times in clinicals: 13.0 seconds rectal, 19.0 seconds oral and 22.0 seconds underarm.

"
196,"Back. Chest. Arms. Legs. For smooth, clean-looking skin. Lasts days longer than shaving. Dermatologist tested Nair for Men Hair Removal Cream provides a complete hair removal regimen that removes unwanted hair and exfoliates and moisturizes your skin in one easy step.

"
197,"Duracell Lithium Coin batteries provide reliable, long-lasting power for your specialty devices. They have up to a 10-year guarantee in storage so you can be confident these lithium coin batteries will be ready when you need them. To help ensure the safety of your children, they come in a child-resistant package. Duracell Lithium Coin batteries are great for devices like glucometers, calculators and car remotes. And you can be assured that they’re batteries you can trust because Duracell is the #1 trusted battery brand.

"
198,"Duracell Specialty Alkaline batteries have a 5-year guarantee in storage, so you can be confident these batteries will be ready when you need them. They offer long-lasting power for your specialty devices.

"
199,"Since its establishment, Maxell has developed and introduced products in the three fields: data, energy, and sound and Vision. In addition, the company has created a global network of operations to meet the demands of each market. The many years of experience in the research and development of high-quality products have LED to a high level of customer trust in the Maxell Brand. The company brings its customers a wide range of reliable power solutions that are Noted for high quality and outstanding performance!

"
200,"

DHEA, or dehydroepiandrosterone, is a naturally-occurring enzyme that is secreted by the adrenal gland and serves as a precursor for testosterone and estrogen. As we age, DHEA levels tend to decrease, leading to unbalanced hormone levels. Natrol DHEA is a natural infusion of the right amount of DHEA to help maintain healthy levels.* DHEA also helps to promote healthy aging and serves as a precursor to female and male sex hormones. Natrol DHEA is also HPLC verified to ensure exact dosage, Natrol DHEA levels are verified by the high performance liquid chromatography technique.

DHEA is a precursor for estrogen and testosterone, which makes it exceptional as a daily supplement for both women and men. Maintaining an adequate level of this hormone is important to supporting a healthy mood, aging, and overall health.* Supplementing with Natrol DHEA may help enhance energy and well-being while promoting a balanced hormone level.*

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.



"
201,"Razor Defense Post Shave Lotion is clinically proven to calm razor irritation and heal dry, just-shaved skin. This multi-vitamin formula contains an exclusive conditioner to help prevent razor irritation. It softens skin and makes the beard feel softer and easier to shave. Don't just treat razor irritation-take action before it starts!

"
202,"NEUTROGENA MEN SKIN CLEARING SHAVE CREAM

NET WT: 5.1 OZ.

FIGHTS RAZOR BUMPS & MINIMINZES INGROWN HAIRS

IMPROVES YOUR SKIN'S CONDITION EVERY TIME YOU SHAVE

OIL FREE, CLEAN RINSING WON'T CLOG PORES



PRODUCT OF USA

"
203,"Citrus Magic's Natural All Purpose Cleaner tackles the toughest household jobs with the power of citrus to remove dirt, grease, grime, and soap scum throughout your entire home. It cleans without the harsh chemicals and the unpleasant odors often found in ordinary cleaners. Clean your home safely and effectively, while enjoying the citrus scent. Use the proven cleaning power of citrus in every room of your house.

"
204,"Trewax Veggie Wash Natural Fruit & Vegetable Wash, 16-Ounce Spray

"
205,"Blistex Complete Moisture combines advanced hydrating ingredients with actual moisture to deliver a unique super-moisturizing effect you'll feel immediately. Treat your lips to a unique moisturizing sensation!

"
206,"Accurate Temperature With A Gentle Forehead Scan.
More accurate than ear*
At least as accurate as rectal**
Method of choice of premier hospitals
Use on sleeping child or with ear infection
No probe covers
Recommended for the entire family
Professional Technology For Parents..patented Arterial Heat Balance provides the breakthrough:
Gentle stroke of forehead captures naturally emitted heat from skin over temporal artery .
Red LED lights and soft beep indicate correct scan.
Takes 1,000 readings per second, selecting the most accurate.
Arterial Heat Balance computes the correct temperature.
Why the Temporal Artery?
Directly connected to the heart via the carotid artery.
Has the constant blood flow needed for accurate measurement.
Safest, most convenient, and comfortable place to measure temperature.
""We measured the temperature with each of these two thermometers on children and compared the reading to the rectal temperature, which is generally considered the standard. Essentially we found that by every measure that we used, the temporal artery thermometer was more accurate than the tympanic."" ~ David Greenes, M.D., Boston Children's Hospital and Harvard Medical School: National Public Radio interview
""..may even prove to be better than taking rectal temperature."" ~ Shari Roan, LA Times
""The TemporalScanner is the magic wand you've been waiting for ~ Working Mother, Feb 2002
A better thermometer for your child..just ask your pediatrician
""I would highly recommend it to anyone."" ~ Barry W. McGraw, MD - Pediatrician
""This is brand new..It's neat! It's rocket science!"" ~ Mark Widome, MD - Pediatrician on NBC's Today Show
TAT-2000C Home Model
9 Volt battery included
*Harvard Medical School Study
**Hospital for Sick Children Study
Made in USA.

"
207,"The Ajax Powder cleanser is especially designed as an easy rinse, scratch-free formula that can help you clean a wide variety of appliances in your home. From chrome to porcelain, from ceramic tile to pots, pans and bathroom fixtures, as well as other durable surfaces, Ajax Powder Cleanser will help you leave your home shiny and clean.

"
